internalTaxonId,suborder,family,genus,species_name,species_iucn,species_tree,species_phylacine,authority,risk,yearPublished,assessmentDate,population_trend,hemisphere,realm,continent,cave_use,roost_pref,hib_study,WNS,detected,WNS_declining,Pd_load_ug_cm2,Pd_load_ng_mm2_forearm_length,log10_Pd_load,lesion.count_cm2,source,links,,,
3906,Yangochiroptera,Phyllostomidae,Carollia,subrufa,Carollia subrufa,Carollia_subrufa,Carollia_subrufa,"(Hahn, 1905)",Least Concern,2015,2015-07-20 00:00:00 UTC,Stable,Northern,Neotropical,North America/South America,yes,caves,,,,,,,,,"Garc<92>a-Garc<92>a et al. 2014; Mendes 2011; Jones et al., 2009; Smith et al. 2003   ",,,,
3999,Yinpterochiroptera,Pteropodidae,Casinycteris,argynnis,Casinycteris argynnis,Casinycteris_argynnis,Casinycteris_argynnis,"Thomas, 1910",Least Concern,2016,2014-02-11 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Mendes 2011; Monadjem et al. 2013; Jones et al. 2009; Smith et al. 2003; Mondajem et al. 2021,,,,
84455300,Yinpterochiroptera,Pteropodidae,Casinycteris,campomaanensis,Casinycteris campomaanensis,,,"Hassanin, 2014",Data Deficient,2017,2016-06-16 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,no,,,,,,,,,,Hassanin 2014,,,,
136350,Yangochiroptera,Emballonuridae,Centronycteris,centralis,Centronycteris centralis,Centronycteris_centralis,Centronycteris_centralis,"Thomas, 1912",Least Concern,2015,2015-07-20 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,North America/South America,no,,,,,,,,,,dos Reis et al. 2007; Simmons and Handley 1998   ,,,,
4112,Yangochiroptera,Emballonuridae,Centronycteris,maximiliani,Centronycteris maximiliani,Centronycteris_maximiliani,Centronycteris_maximiliani,"(Fischer, 1829)",Least Concern,2016,2016-07-01 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,Lim et al. 1999; Simmons and Handley 1998   ,,,,
4133,Yangochiroptera,Phyllostomidae,Centurio,senex,Centurio senex,Centurio_senex,Centurio_senex,"Gray, 1842",Least Concern,2016,2016-07-02 00:00:00 UTC,Stable,Northern,Neotropical,North America/South America,no,,,,,,,,,,"Garc<92>a-Garc<92>a et al. 2014; Hosken et al. 2002; Kalko et al. 1996; Mendes 2011; Jones et al., 2009; Smith et al. 2003   ",,,,
4305,Yangochiroptera,Molossidae,Chaerephon,aloysiisabaudiae,Chaerephon aloysiisabaudiae,,Chaerephon_aloysiisabaudiae,"(Festa, 1907)",Least Concern,2017,2016-08-31 00:00:00 UTC,Decreasing,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
4306,Yangochiroptera,Molossidae,Chaerephon,ansorgei,Chaerephon ansorgei,Chaerephon_ansorgei,Chaerephon_ansorgei,"(Thomas, 1913)",Least Concern,2017,2016-08-31 00:00:00 UTC,Stable,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Mendes 2011; Monadjem et al. 2013; Monadjem et al. 2021,,,,
67360705,Yangochiroptera,Molossidae,Chaerephon,atsinanana,Chaerephon atsinanana,,,"Goodman, Buccas, Naidoo, Ratrimomanarivo, Taylor &amp; Lamb, 2010",Least Concern,2017,2016-05-02 00:00:00 UTC,Increasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Goodman et al. 2010,,,,
4307,Yangochiroptera,Molossidae,Chaerephon,bemmeleni,Chaerephon bemmeleni,,Chaerephon_bemmeleni,"(Jentink, 1879)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
4308,Yangochiroptera,Molossidae,Chaerephon,bivittatus,Chaerephon bivittatus,,Chaerephon_bivittatus,"(Heuglin, 1861)",Least Concern,2017,2016-08-31 00:00:00 UTC,Stable,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2021,,,,
4309,Yangochiroptera,Molossidae,Chaerephon,bregullae,Chaerephon bregullae,,Chaerephon_bregullae,"(Felten, 1964)",Endangered,2019,2018-08-30 00:00:00 UTC,Decreasing,Southern,Australasian|Oceanian,Oceania,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
4310,Yangochiroptera,Molossidae,Chaerephon,chapini,Chaerephon chapini,Chaerephon_chapini,Chaerephon_chapini,"J.A. Allen, 1917",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Mendes 2011; Monadjem et al. 2013; Monadjem et al. 2021,,,,
4311,Yangochiroptera,Molossidae,Chaerephon,gallagheri,Chaerephon gallagheri,,Chaerephon_gallagheri,"(Harrison, 1975)",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,broad,,,,,,,,,Tanalgo et al 2022,,,,
4312,Yangochiroptera,Molossidae,Chaerephon,jobensis,Chaerephon jobensis,Chaerephon_jobensis,Chaerephon_jobensis,"(Miller, 1902)",Least Concern,2021,2016-03-16 00:00:00 UTC,Stable,Southern,Australasian,Australia,yes,broad,,,,,,,,,"Bonaccorso 1998; Churchill 1998; Goodman and Cardiff 2004; Mendes 2011; Jones et al., 2009; Smith et al. 2003   ",,,,
136393,Yangochiroptera,Molossidae,Chaerephon,jobimena,Chaerephon jobimena,Chaerephon_jobimena,Chaerephon_jobimena,"Goodman &amp; Cardiff, 2004",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Garbutt 2007; Goodman and Cardiff 2004   ,,,,
4313,Yangochiroptera,Molossidae,Chaerephon,johorensis,Chaerephon johorensis,,Chaerephon_johorensis,"(Dobson, 1873)",Vulnerable,2020,2018-09-10 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,,,,,
4314,Yangochiroptera,Molossidae,Chaerephon,major,Chaerephon major,,Chaerephon_major,"(Trouessart, 1897)",Least Concern,2017,2016-08-31 00:00:00 UTC,Stable,Northern/Southern,Afrotropical,Africa,yes,broad,,,,,,,,,Monadjem et al. 2021,,,,
4315,Yangochiroptera,Molossidae,Chaerephon,nigeriae,Chaerephon nigeriae,Chaerephon_nigeriae,Chaerephon_nigeriae,"Thomas, 1913",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,broad,,,,,,,,,"Goodman and Cardiff 2004; Mendes 2011; Monadjem et al. 2013 ; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
4316,Yangochiroptera,Molossidae,Chaerephon,plicatus,Chaerephon plicatus,Chaerephon_plicatus,Chaerephon_plicatus,"(Buchanan, 1800)",Least Concern,2020,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Indomalayan,Asia,yes,caves,,,,,,,,,"Faurby et al. 2018; Vivier and Van Der Merwe (2007), Yuan et al. (2011)",,,,
67362271,Yangochiroptera,Molossidae,Chaerephon,pumilus,Chaerephon pumilus,Chaerephon_pumilus,Chaerephon_pumilus,"(Cretzschmar, 1830-1831)",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021; Goodman et al. 2010,,,,
4319,Yangochiroptera,Molossidae,Chaerephon,russatus,Chaerephon russatus,,Chaerephon_russatus,"J.A. Allen, 1917",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
4320,Yangochiroptera,Molossidae,Chaerephon,solomonis,Chaerephon solomonis,,Chaerephon_solomonis,"(Troughton, 1931)",Endangered,2020,2019-07-28 00:00:00 UTC,Decreasing,Southern,Australasian,Oceania,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
4321,Yangochiroptera,Molossidae,Chaerephon,tomensis,Chaerephon tomensis,,Chaerephon_tomensis,"(Juste &amp; Ibáñez, 1993)",Endangered,2019,2016-08-31 00:00:00 UTC,Decreasing,Northern,Afrotropical,Africa,no,,,,,,,,,,Juste & Ibanez et al. 1993,,,,
4414,Yangochiroptera,Vespertilionidae,Chalinolobus,dwyeri,Chalinolobus dwyeri,,Chalinolobus_dwyeri,"Ryan, 1966",Vulnerable,2020,2020-07-14 00:00:00 UTC,Decreasing,Southern,Australasian,Australia,yes,broad,,,,,,,,,Churchill 1998; Dwyer 1966,,http://www.environment.gov.au/biodiversity/threatened/species/pubs/183-conservation-advice-23112021.pdf,,
4417,Yangochiroptera,Vespertilionidae,Chalinolobus,gouldii,Chalinolobus gouldii,Chalinolobus_gouldii,Chalinolobus_gouldii,"(Gray, 1841)",Least Concern,2021,2019-06-30 00:00:00 UTC,Stable,Southern,Australasian,Australia,yes,broad,yes,,,,,,,,"Churchill 1998; Lumsden and Bennett 1995; Jones et al., 2009; Smith et al. 2003; Threlfall et al. 2011",,,,
4419,Yangochiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus morio,Chalinolobus_morio,Chalinolobus_morio,"(Gray, 1841)",Least Concern,2021,2019-07-15 00:00:00 UTC,Stable,Southern,Australasian,Australia,yes,broad,yes,,,,,,,,"Churchill 1998; Lumsden and Bennett 1995; Jones et al., 2009; Smith et al. 2003; Threlfall et al. 2011; Turbill 2006",,,,
4420,Yangochiroptera,Vespertilionidae,Chalinolobus,neocaledonicus,Chalinolobus neocaledonicus,,Chalinolobus_neocaledonicus,"Revilliod, 1914",Endangered,2020,2019-07-04 00:00:00 UTC,Decreasing,Southern,Australasian,Oceania,yes,broad,,,,,,,,,,,,,
4421,Yangochiroptera,Vespertilionidae,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,Chalinolobus_nigrogriseus,Chalinolobus_nigrogriseus,"(Gould, 1856)",Least Concern,2020,2019-08-23 00:00:00 UTC,Stable,Southern,Australasian,Australia,no,,,,,,,,,,Churchill 1998,,,,
4422,Yangochiroptera,Vespertilionidae,Chalinolobus,picatus,Chalinolobus picatus,,Chalinolobus_picatus,"(Gould, 1852)",Near Threatened,2020,2019-07-29 00:00:00 UTC,Decreasing,Southern,Australasian,Australia,yes,broad,,,,,,,,,Churchill 1998,,,,
4425,Yangochiroptera,Vespertilionidae,Chalinolobus,tuberculatus,Chalinolobus tuberculatus,,Chalinolobus_tuberculatus,"(Forster, 1844)",Critically Endangered,2021,2020-10-15 00:00:00 UTC,Decreasing,Southern,Australasian,Oceania,yes,broad,yes,,,,,,,,O'Donnell and Sedgeley 1999; McNab and O<92>Donnell (2018),,,,
4600,Yangochiroptera,Molossidae,Cheiromeles,parvidens,Cheiromeles parvidens,Cheiromeles_parvidens,Cheiromeles_parvidens,"Miller &amp; Hollister, 1921",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Australasian|Indomalayan,Asia,yes,broad,,,,,,,,,Faurby et al. 2018,,,,
4601,Yangochiroptera,Molossidae,Cheiromeles,torquatus,Cheiromeles torquatus,Cheiromeles_torquatus,Cheiromeles_torquatus,"Horsfield, 1824",Least Concern,2019,2018-08-28 00:00:00 UTC,Unknown,Southern,Indomalayan,Asia,yes,broad,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
88088745,Yangochiroptera,Natalidae,Chilonatalus,macer,Chilonatalus macer,,,"Miller, 1914",Data Deficient,2019,2016-07-09 00:00:00 UTC,Unknown,Northern,Neotropical,North America,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
88088852,Yangochiroptera,Natalidae,Chilonatalus,micropus,Chilonatalus micropus,Chilonatalus_micropus,Chilonatalus_micropus,"(Dobson, 1880)",Vulnerable,2018,2018-01-29 00:00:00 UTC,Decreasing,Northern,Neotropical,North America,yes,caves,,,,,,,,,Mancina et al. 2004; Mendes 2011; Silva Taboada 1979,,,,
14361,Yangochiroptera,Natalidae,Chilonatalus,tumidifrons,Chilonatalus tumidifrons,Chilonatalus_tumidifrons,Chilonatalus_tumidifrons,"Miller, 1903",Near Threatened,2018,2018-02-01 00:00:00 UTC,Unknown,Northern,Neotropical,North America,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
4664,Yangochiroptera,Phyllostomidae,Chiroderma,doriae,Chiroderma doriae,Chiroderma_doriae,Chiroderma_doriae,"Thomas, 1891",Least Concern,2015,2015-07-20 00:00:00 UTC,Unknown,Southern,Neotropical,South America,yes,broad,,,,,,,,,Oprea and Wilson 2008,,,,
4665,Yangochiroptera,Phyllostomidae,Chiroderma,improvisum,Chiroderma improvisum,Chiroderma_improvisum,Chiroderma_improvisum,"Baker &amp; Genoways, 1976",Endangered,2016,2015-12-18 00:00:00 UTC,Unknown,Northern,Neotropical,North America,no,,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
4666,Yangochiroptera,Phyllostomidae,Chiroderma,salvini,Chiroderma salvini,Chiroderma_salvini,Chiroderma_salvini,"Dobson, 1878",Least Concern,2015,2015-07-20 00:00:00 UTC,Stable,Northern/Southern,Neotropical,North America/South America,no,,,,,,,,,,"Garc<92>a-Garc<92>a et al. 2014; Mendes 2011; Jones et al., 2009; Ratcliffe 2009; Smith et al. 2003",,,,
4667,Yangochiroptera,Phyllostomidae,Chiroderma,trinitatum,Chiroderma trinitatum,Chiroderma_trinitatum,Chiroderma_trinitatum,"Goodwin, 1958",Least Concern,2016,2016-07-02 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,yes,broad,,,,,,,,,"Arias 2008; dos Reis et al. 2007; Goodwin and Greenhall 1964; Mendes 2011; Jones et al., 2009; Ratcliffe 2009; Smith et al. 2003",,,,
4668,Yangochiroptera,Phyllostomidae,Chiroderma,villosum,Chiroderma villosum,Chiroderma_villosum,Chiroderma_villosum,"Peters, 1860",Least Concern,2015,2015-07-20 00:00:00 UTC,Stable,Northern/Southern,Neotropical,North America/South America,no,,,,,,,,,,"Arias 2008; dos Reis et al. 2007; Lawlor 1973; Mendes 2011; Norberg 1981; Jones et al., 2009; Ratcliffe 2009; Smith et al. 2003   ",,,,
88108434,Yangochiroptera,Phyllostomidae,Chiroderma,vizottoi,Chiroderma vizottoi,,,"Taddei &amp; Lim, 2010",Data Deficient,2019,2016-10-31 00:00:00 UTC,Unknown,Southern,Neotropical,South America,no,,,,,,,,,,Taddei & Lim 2010,,,,
4670,Yinpterochiroptera,Pteropodidae,Chironax,melanocephalus,Chironax melanocephalus,Chironax_melanocephalus,Chironax_melanocephalus,"(Temminck, 1825)",Least Concern,2020,2019-08-08 00:00:00 UTC,Decreasing,Northern/Southern,Australasian|Indomalayan,Asia,yes,broad,,,,,,,,,Mendes 2011; Jones et al. 2009; Smith et al. 2003,,,,
4772,Yangochiroptera,Phyllostomidae,Choeroniscus,godmani,Choeroniscus godmani,Choeroniscus_godmani,Choeroniscus_godmani,"(Thomas, 1903)",Least Concern,2015,2015-07-20 00:00:00 UTC,Unknown,Northern,Neotropical,North America/South America,no,,,,,,,,,,"Carter et al. 1966; Cruz-Neto et al. 2001; Lawlor 1973; Norberg 1981; Jones et al., 2009; Smith et al. 2003; Soriano et al. 2002; Arends et al 1995",,,,
4774,Yangochiroptera,Phyllostomidae,Choeroniscus,minor,Choeroniscus minor,Choeroniscus_minor,Choeroniscus_minor,"(Peters, 1868)",Least Concern,2016,2016-08-05 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,"Aguirre 2007; dos Reis et al. 2007; Mendes 2011; Jones et al., 2009; Patterson et al. 1996; Ratcliffe 2009; Smith et al. 2003",,,,
4775,Yangochiroptera,Phyllostomidae,Choeroniscus,periosus,Choeroniscus periosus,,Choeroniscus_periosus,"Handley, 1966",Vulnerable,2015,2014-07-31 00:00:00 UTC,Unknown,Northern,Neotropical,South America,no,,,,,,,,,,,,,,
4776,Yangochiroptera,Phyllostomidae,Choeronycteris,mexicana,Choeronycteris mexicana,Choeronycteris_mexicana,Choeronycteris_mexicana,"Tschudi, 1844",Near Threatened,2018,2018-01-20 00:00:00 UTC,Unknown,Northern,Nearctic|Neotropical,North America,yes,caves,,,,,,,,,"<e7>vilaFlores and Medellin 2004; Davis et al. 1964; Harvey et al. 2011; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Voigt et al 2003",,,,
4811,Yangochiroptera,Phyllostomidae,Chrotopterus,auritus,Chrotopterus auritus,Chrotopterus_auritus,Chrotopterus_auritus,"(Peters, 1856)",Least Concern,2015,2015-07-20 00:00:00 UTC,Stable,Northern/Southern,Neotropical,South America,yes,broad,,,,,,,,,"Aguirre 2007; B<87>rquez et al. 1993; dos Reis et al. 2007; Kalko et al. 1996; Lawlor 1973; Mendes 2011; Norberg 1981; Jones et al., 2009; Smith et al. 2003",,,,
44787,Yangochiroptera,Cistugidae,Cistugo,lesueuri,Cistugo lesueuri,Cistugo_lesueuri,Cistugo_lesueuri,"Roberts, 1919",Least Concern,2017,2014-02-05 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2010; Seamark and Brand 2005; Monadjem et al. 2021,,,,
44788,Yangochiroptera,Cistugidae,Cistugo,seabrae,Cistugo seabrae,Cistugo_seabrae,Cistugo_seabrae,"Thomas, 1912",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2010; Monadjem et al. 2021,,,,
4983,Yinpterochiroptera,Hipposideridae,Cloeotis,percivali,Cloeotis percivali,Cloeotis_percivali,Cloeotis_percivali,"Thomas, 1901",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
5074,Yinpterochiroptera,Hipposideridae,Coelops,frithii,Coelops frithii,Coelops_frithii,Coelops_frithii,"Blyth, 1848",Near Threatened,2019,2018-08-27 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
5076,Yinpterochiroptera,Hipposideridae,Coelops,robinsoni,Coelops robinsoni,Coelops_robinsoni,Coelops_robinsoni,"Bonhote, 1908",Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Southern,Indomalayan,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
5113,Yangochiroptera,Emballonuridae,Coleura,afra,Coleura afra,Coleura_afra,Coleura_afra,"(Peters, 1852)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Garbutt 2007; Kruger et al. 2010; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
80221085,Yangochiroptera,Emballonuridae,Coleura,kibomalandy,Coleura kibomalandy,,,"Goodman, Puechmaille, Friedli-Weyeneth, Gerlach, Ruedi, Schoeman, Stanley, &amp; Teeling 2012",Data Deficient,2017,2016-05-02 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
5112,Yangochiroptera,Emballonuridae,Coleura,seychellensis,Coleura seychellensis,Coleura_seychellensis,Coleura_seychellensis,"Peters, 1868",Critically Endangered,2017,2016-04-24 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Ball 2004; Jones et al., 2009; Smith et al. 2003",,,,
41527,Yangochiroptera,Emballonuridae,Cormura,brevirostris,Cormura brevirostris,Cormura_brevirostris,Cormura_brevirostris,"(Wagner, 1843)",Least Concern,2016,2016-07-01 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,"Aguirre 2007; Albuja Viteri 1981; dos Reis et al. 2007; Jones et al., 2009; Smith et al. 2003",,,,
17599,Yangochiroptera,Vespertilionidae,Corynorhinus,mexicanus,Corynorhinus mexicanus,Corynorhinus_mexicanus,Corynorhinus_mexicanus,"G.M. Allen, 1916",Near Threatened,2019,2018-03-15 00:00:00 UTC,Decreasing,Northern,Neotropical,North America,yes,caves,yes,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
17600,Yangochiroptera,Vespertilionidae,Corynorhinus,rafinesquii,Corynorhinus rafinesquii,Plecotus_rafinesquii,Corynorhinus_rafinesquii,"(Lesson, 1827)",Least Concern,2017,2016-08-26 00:00:00 UTC,Increasing,Northern,Nearctic,North America,yes,caves,yes,positive,yes,no,,0.000000176,-6.753468456,,"Magalha_s and Costa 2009; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Zukal et al. 2014, 2016; Johnson et al 2012",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
17598,Yangochiroptera,Vespertilionidae,Corynorhinus,townsendii,Corynorhinus townsendii,Corynorhinus_townsendii,Corynorhinus_townsendii,"Cooper, 1837",Least Concern,2017,2016-08-26 00:00:00 UTC,Stable,Northern,Nearctic,North America,yes,caves,yes,positive,yes,no,,,,,"Geiser and Baudinette 1990; Harvey et al. 2011; Magalha_s and Costa 2009; Jones et al., 2009; Smith et al. 2003; Swartz et al. 2003; Zukal et al. 2014; Meierhofer et al 2019",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
5481,Yinpterochiroptera,Craseonycteridae,Craseonycteris,thonglongyai,Craseonycteris thonglongyai,Craseonycteris_thonglongyai,Craseonycteris_thonglongyai,"Hill, 1974",Near Threatened,2019,2018-08-31 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Mehlhorn 2014; Jones et al., 2009; Smith et al. 2003",,,,
13637,Yangochiroptera,Molossidae,Cynomops,abrasus,Cynomops abrasus,Cynomops_abrasus,Cynomops_abrasus,"(Temminck, 1827)",Data Deficient,2016,2016-06-10 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,"Aguirre 2007; Mendes 2011; Jones et al., 2009; Smith et al. 2003   ",,,,
13639,Yangochiroptera,Molossidae,Cynomops,greenhalli,Cynomops greenhalli,,Cynomops_greenhalli,"(Goodwin, 1958)",Least Concern,2015,2015-07-20 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,Moras et al. 2018,,,,
136611,Yangochiroptera,Molossidae,Cynomops,mexicanus,Cynomops mexicanus,,Cynomops_mexicanus,"Jones &amp; Genoways, 1967",Least Concern,2015,2015-07-20 00:00:00 UTC,Unknown,Northern,Neotropical,North America,no,,,,,,,,,,Moras et al. 2018,,,,
87993512,Yangochiroptera,Molossidae,Cynomops,milleri,Cynomops milleri,,Cynomops_milleri,"(Osgood, 1914)",Least Concern,2016,2016-08-12 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,Moras et al. 2018,,,,
87993365,Yangochiroptera,Molossidae,Cynomops,paranus,Cynomops paranus,Cynomops_paranus,Cynomops_paranus,"(Thomas, 1901)",Data Deficient,2016,2016-03-14 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,B<87>rquez et al. 1993; Mendes 2011; Solari et al. 1999,,,,
13642,Yangochiroptera,Molossidae,Cynomops,planirostris,Cynomops planirostris,Cynomops_planirostris,Cynomops_planirostris,"(Peters, 1865)",Least Concern,2015,2015-07-20 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,Moras et al. 2018,,,,
6103,Yinpterochiroptera,Pteropodidae,Cynopterus,brachyotis,Cynopterus brachyotis,Cynopterus_brachyotis,Cynopterus_brachyotis,"(Müller, 1838)",Least Concern,2019,2019-07-06 00:00:00 UTC,Unknown,Northern/Southern,Indomalayan,Asia,yes,broad,,,,,,,,,Tingga et al. 2012; Fleming and Racey 1992; Magalha_s and Costa 2009; Jones et al. 2009; Smith et al. 2003; Benda 2010,,,,
6104,Yinpterochiroptera,Pteropodidae,Cynopterus,horsfieldii,Cynopterus horsfieldii,Cynopterus_horsfieldii,Cynopterus_horsfieldii,"Gray, 1843",Least Concern,2019,2019-07-06 00:00:00 UTC,Unknown,Northern/Southern,Australasian|Indomalayan,Asia,yes,caves,,,,,,,,,,,,,
136798,Yinpterochiroptera,Pteropodidae,Cynopterus,luzoniensis,Cynopterus luzoniensis,,Cynopterus_luzoniensis,"(Peters, 1861)",Least Concern,2019,2019-07-06 00:00:00 UTC,Stable,Northern/Southern,Australasian|Indomalayan,Asia,no,,,,,,,,,,Mudar & Allen 1986,,,,
136423,Yinpterochiroptera,Pteropodidae,Cynopterus,minutus,Cynopterus minutus,,Cynopterus_minutus,"Miller, 1906",Least Concern,2019,2019-07-06 00:00:00 UTC,Decreasing,Northern/Southern,Australasian|Indomalayan,Asia,no,,,,,,,,,,Benda 2010,,,,
6105,Yinpterochiroptera,Pteropodidae,Cynopterus,nusatenggara,Cynopterus nusatenggara,,Cynopterus_nusatenggara,"Kitchener &amp; Maharadatunkamsi, 1991",Least Concern,2019,2019-07-06 00:00:00 UTC,Stable,Southern,Australasian,Asia,no,,,,,,,,,,,,,,
6106,Yinpterochiroptera,Pteropodidae,Cynopterus,sphinx,Cynopterus sphinx,Cynopterus_sphinx,Cynopterus_sphinx,"(Vahl, 1797)",Least Concern,2019,2019-07-06 00:00:00 UTC,Increasing,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,"NMNH*; Banerjee, Meenakumari, and Krishna (2007), Stawski et al. (2014); Bates & Hariison 1997; Bhat 1994, Prater 1971",,,,
6107,Yinpterochiroptera,Pteropodidae,Cynopterus,titthaecheilus,Cynopterus titthaecheilus,Cynopterus_titthaecheilus,Cynopterus_titthaecheilus,"(Temminck, 1825)",Least Concern,2016,2016-01-18 00:00:00 UTC,Stable,Northern/Southern,Australasian|Indomalayan,Asia,no,,,,,,,,,,,,,,
6206,Yangochiroptera,Emballonuridae,Cyttarops,alecto,Cyttarops alecto,Cyttarops_alecto,Cyttarops_alecto,"Thomas, 1913",Least Concern,2016,2016-07-01 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,no,,,,,,,,,,"dos Reis et al. 2007; Jones et al., 2009; Smith et al. 2003",,,,
2122,Yangochiroptera,Phyllostomidae,Dermanura,anderseni,Dermanura anderseni,Artibeus_anderseni,Dermanura_anderseni,"(Osgood, 1916)",Least Concern,2016,2016-07-05 00:00:00 UTC,Unknown,Southern,Neotropical,South America,no,,,,,,,,,,"Aguirre 2007; Arias 2008; Jones et al., 2009; Patterson et al. 1996; Smith et al. 2003",,,,
2123,Yangochiroptera,Phyllostomidae,Dermanura,azteca,Dermanura azteca,Artibeus_aztecus,Dermanura_azteca,"(K. Andersen, 1906)",Least Concern,2016,2016-07-07 00:00:00 UTC,Unknown,Northern,Neotropical,North America,no,,,,,,,,,,"Jones 1964; Mendes 2011; Jones et al., 2009; Smith et al. 2003   ",,,,
